Time_s,RL_SpeedOverride,Reward,TrackingError_mm,EE_Velocity_mms,TorqueMag_Nm
6.99,0.999451994895935,0.0266715940297763,17.9682031192271,10.5191117858286,73.2171422277096
7.02,0.999420046806335,0.0330380095500141,0,1.57236976059252,92.7426817456209
7.05,0.999362289905548,0.0201559147432385,0.048648810946986,1.6216270315662,92.7426817456209
7.08,0.999425113201141,0.0178757513837922,0.374108059413004,10.8486416155339,92.7426817456209
7.11,0.999476134777069,0.028614896872019,1.21278882176603,27.9560254117674,92.7426817456209
7.14,0.999517381191254,0.0390135178938814,2.759206540587,51.5472572940325,92.7426817456209
7.17,0.999468147754669,0.0561259597290418,5.16837506088598,80.3056173432992,46.9920105293128
7.2,0.999498724937439,0.0617088394762392,8.55820066631998,112.9941868478,46.9920105293128
7.23,0.99952220916748,0.0646232001080394,13.011876115409,148.455848302967,46.9920105293128
7.26,0.999539434909821,0.0647811329944845,18.58027467775,185.613285411368,46.9920105293128
7.29,0.999550998210907,0.0621452623937035,25.284344170238,223.468983082932,46.9920105293128
7.32,0.99948912858963,0.0971036921170405,7.833500993276,261.1052274346,24.010519828963
7.35,0.999491214752197,0.0731848365537414,16.764024166998,297.684105790734,24.010519828963
7.38,0.999488055706024,0.0481249642266125,26.737449367481,332.447506682767,24.010519828963
7.41,0.99947988986969,0.0220756022480886,37.678962962963,364.717119849399,24.010519828963
7.44,0.99946665763855,-0.00479547519362604,49.49579605006,393.894436236567,24.010519828963
7.47,0.999460339546204,-0.0332884783835774,62.07961848998,419.460747997334,29.982157797975
7.5,0.99943745136261,-0.0611988666260562,75.308932944741,440.977148492033,29.982157797975
7.53,0.999409198760986,-0.089277286499943,89.05146891339,458.0845322883,29.982157797975
7.56,0.999375700950623,-0.11727439593856,103.166576768213,470.503595160767,29.982157797975
7.59,0.99933660030365,-0.144927062723151,117.507621790957,478.034834091466,29.982157797975
7.62,0.999357640743256,-0.172306401219371,131.924378209043,480.558547269535,56.5893715409223
7.65,0.99934709072113,-0.19844156497696,146.265423231787,478.034834091466,56.5893715409223
7.68,0.999367773532867,-0.223415666776935,160.38053108661,470.503595160767,56.5893715409223
7.71,0.999383866786957,-0.246965467112882,174.123067055259,458.0845322883,56.5893715409223
7.74,0.999397337436676,-0.268842750445266,187.35238151002,440.977148492033,56.5893715409223
7.77,0.999116480350494,-0.0100956742795883,53.67120394994,419.460747997334,41.0488403638181
7.8,0.999127864837646,-0.0278523458308159,65.488037037037,393.894436236567,41.0488403638181
7.83,0.999134421348572,-0.343365571634269,76.429550632519,364.717119849399,41.0488403638181
7.86,0.999135732650757,-0.356389328524209,86.402975833002,332.447506682767,41.0488403638181
7.89,0.999131500720978,-0.366791901974937,95.333499006725,297.684105790767,41.0488403638181
7.92,0.999175250530243,-0.384370441520562,103.166655829763,261.1052274346,58.4595938645387
7.95,0.999159216880798,-0.389264139883523,109.87072532225,223.4689830829,58.4595938645387
7.98,0.999135971069336,-0.391378554453556,115.439123884591,185.613285411367,58.4595938645387
8.01,0.999104976654053,-0.403902115978197,119.89279933368,148.455848302966,58.4595938645387
8.04,0.999064862728119,-0.419406314374224,123.282624939114,112.9941868478,58.4595938645387
8.07,0.998556911945343,-0.237246564895009,15.820793459413,80.3056173433002,24.6860568436565
8.1,0.998465836048126,-0.250831268457477,17.367211178234,51.5472572940335,24.6860568436565
8.13,0.998354196548462,-0.264034203616972,18.205891940587,27.9560254117664,24.6860568436565
8.16,0.998218357563019,-0.277075705378865,18.531351189053,10.8486416155339,24.6860568436565
8.19,0.998053431510925,-0.290382252705517,18.58,1.6216270315662,24.6860568436565
8.22,0.997797191143036,-0.279169322876573,0.000351189053020562,1.6216270315662,30.2529441295839
8.25,0.998023927211761,-0.279675773018192,0.325108059412997,10.8486416155339,30.2529441295839
8.28,0.998209536075592,-0.268423248019406,1.16378882176599,27.9560254117664,30.2529441295839
8.31,0.998367428779602,-0.257984250811208,2.710206540587,51.5472572940335,30.2529441295839
8.34,0.998503625392914,-0.249855280329858,5.119375060886,80.3056173433002,30.2529441295839
8.37,0.998999714851379,-0.238371810704993,8.50920066632,112.9941868478,117.644151441467
8.4,0.999075412750244,-0.235317796390493,12.962876115409,148.455848302966,117.644151441467
8.43,0.999142408370972,-0.235144199403409,18.53127467775,185.613285411367,117.644151441467
8.46,0.999202132225037,-0.237765139040684,25.235344170238,223.468983082933,117.644151441467
